according to,"根据, 按照；取决于；据…所说"
hacker,"[计] 计算机窃贼, 计算机新技术挑战者, 黑客"
hail,"n. 冰雹, 致敬, 欢呼, 招呼
vt. 向...欢呼, 致敬, 招呼, 使象下雹样落下
vi. 招呼, 下雹
interj. 万岁, 欢迎"
hairpin,"n. 簪, 束发夹, 夹发针"
hairspray,n. 头发定型剂
half-time,"na. 半工半薪；(比赛中的)半场休息时间
"
halting,"a. 跛的, 蹒跚的, 犹豫的"
handcuff,"vt. 给...戴上手铐
n. 手铐"
handful,"n. 少数, 一把, 棘手事"
handicraft,"n. 手工艺, 手艺
"
handout,"n. 施舍物, 救济品, 分发的印刷品资料, 广告物品"
handshake,n. 握手
handwriting,n. 笔迹
hardback,"a. 硬封面的
n. 精装本"
harden,"vt. 使变硬, 使坚强, 使冷酷
vi. 变硬, 变冷酷"
hardness,"n. 坚硬, 困难, 严厉, 勇气
"
hardship,"n. 艰难, 辛苦, 苦难
"
hardware,"n. 硬件, 五金器具, 零件
"
hardy,"a. 难的, 艰苦的, 坚硬的, 勇敢的
adv. 努力地, 辛苦地, 坚硬地"
hare,"n. 野兔
vi. 飞跑"
harmless,"a. 无害处的, 未受损害的, 无辜的, 无恶意的
"
harmony,"n. 协调, 和睦, 调和
"
harry,"vt. 掠夺, 使苦恼, 强使前行, 折磨, 骚扰"
harsh,"a. 粗糙的, 刺耳的, 严厉的
"
haste,"n. 匆忙, 急忙"
hasten,"vt. 催促, 加紧
vi. 赶快, 急忙"
hasty,"a. 匆匆的, 轻率的, 性怠的"
hatch,"n. 孵化, 舱口
vt. 孵, 孵出, 策划
vi. 孵化"
haughty,"a. 傲慢的, 骄傲的, 崇高的"
haul,"n. 用力拖拉, 拖运, 强拉, 捕获量, 拖运距离
vi. 拖, 拉, 改变方向, 改变主意
vt. 拖拉, 拖运"
hawk,"n. 鹰, 掠夺者, 鹰派成员
vi. 放鹰行猎, 像鹰一般地袭击, 清嗓, 咳嗽
vt. 捕捉, 咳出, 兜售, 叫卖, 散播"
hawker,"n. 饲鹰者, 以鹰行猎者, 叫卖小贩
"
hay,"n. 干草
vt. 制干草, 供给干草
vi. 晒干草"
hazard,"n. 冒险, 危险, 机会
vt. 冒...的危险, 赌运气, 使冒危险
"
headlamp,"n. (汽车的)前灯, (矿工头上的)照明灯, 桅灯"
headlight,"n. 前灯, 桅灯
"
headline,"n. 大标题, 新闻摘要
vt. 为...做标题, 写标题"
headlong,"a. 头向前的, 仓猝而用力的, 轻率的
adv. 头向前地, 猛然地, 用力地"
headman,"n. 队长, 首领, 酋长
"
head-on,迎面地
headphones,n. 听筒；耳机；头戴式受话器（headphone的复数形式）
headquarters,"n. 总部, 司令部, 总部人员
"
headroom,"n. 净空, 车身内部高度"
headset,"n. (一副)耳机
"
headwind,"n. 逆风, 顶风"
heap,"n. 堆, 许多, 累积
vt. 堆积, 装满
"
hearty,"a. 诚恳的, 健壮的, 热烈的, 丰盛的"
heath,"n. 石南荒原, 低矮灌木"
heave,"n. 举, 抛, 起伏, 鼓起
vt. 用力举起, 使举起, 使鼓起
vi. 抛出, 起伏, 喘息, 凸起"
heavyweight,"n. 重量级拳击运动员, (非正式)有影响的要人
a. 最重量级的"
Hebrew,"n. 希伯来人, 希伯来语, 犹太人
a. 希伯来人的, 希伯来语的"
hectare,"n. 公顷
"
hedge,"n. 树篱, 障碍, 套头交易
vt. 用树篱围, 套期保值, 妨碍, 两面下注以防...的损失
vi. 筑树篱, 躲闪, 两面下注以防损失
a. 树篱的, 偷偷摸摸的"
hedgehog,"n. 豪猪, 刺猬, 难交朋友的人, 防卫森严的阵地"
hedgerow,n. 灌木篱墙
heighten,"vt. 增高, 提高, 加强
vi. 升高, 变大"
heiress,"n. 嗣女, 女继承人
"
helicopter,"n. 直升机
vt. 由直升机运送
vi. 乘直升机"
helmet,"n. 钢盔, 盔, 防护帽
vt. 给...戴头盔"
hemisphere,"n. 半球, 地球的半面, 大脑半球
"
hence,"adv. 因此, 从此"
herald,"n. 使者, 传令官, 先驱
vt. 预报, 宣布, 传达, 欢呼"
herdsman,"n. 牧人, 牧主"
hereabouts,adv. 在这里附近
hereditary,"a. 世袭的, 遗传的
"
hermit,"n. 隐士, 隐居者"
heroine,"n. 巾帼英雄, 烈妇, 女主角
"
herring,"n. 青鱼, 鲱"
hexagon,"n. 六角形, 六边形
"
high-energy,高能量;高能率
hi-fi,n. 高保真度，即，high fidelity
highland,"n. 高地, 苏格兰高地"
highlight,"n. 加亮区, 精彩场面
vt. 加亮, 使显著, 以强光照射, 突出
"
high-pitched,"a. 调子高的, 紧张的"
high-ranking,高级的
high-rise,高层建筑
high-riser,[网络] 高把手自行车；发音播放
high-sounding,adj. 夸张的
high-spirited,"na. 精神极好的
"
high-tech,高技术
hijack,"vt. 抢劫, 劫持, 敲诈
"
highjack,"vt. 抢劫, 强逼, 劫持, 拦路抢劫"
hike,"n. 徒步旅行, 远足, 涨价, 提高
vi. 步行, 徒步旅行, 上升
vt. 使高涨, 拉起"
hiker,n. 徒步旅行者
hillside,"n. 山坡, 山腹"
hind,"n. 雌鹿
a. 后部的, 在后的"
hindrance,"n. 妨害, 障碍, 阻碍物"
hinge,"n. 铰链, 关键, 枢纽
vt. 装铰链
vi. 靠铰链移动, 依...而转移"
hint,"n. 暗示, 提示
v. 暗示, 示意"
hinterland,"n. 内地, 腹地, 偏僻地区
"
hip,"n. 臀部, 蔷薇果, 忧郁
a. 熟悉内情的
vt. 使忧郁, 给(屋顶)造屋脊
interj. 喝彩声"
hippie,n. 嬉皮士
hippo,"n. 河马
"
histogram,"n. 直方图
"
hitchhike,"vi. 搭便车
vt. 要求(搭便车)"
hitherto,"adv. 迄今, 至今"
hoarse,"a. 沙哑的, 嘶哑的
"
hobbyist,"n. 有业余癖好者
"
hockey,"n. 冰球, 曲棍球"
hoe,"n. 锄头
v. 用锄耕地, 锄"
hog,"n. 猪, 贪婪者, 象猪般的人
v. (使)拱起"
hoist,"n. 升高, 起重机, 推动
v. 升起, 升高, 举起"
hold-up,"举起, 支撑, 继续下去, 阻挡, 拦截
"
hollow,"n. 洞, 窟窿, 山谷
a. 空的, 虚伪的, 空腹的, 凹的
vi. 形成空洞
vt. 挖空"
homebound,"a. 回家(乡)的, 回本国的"
homecoming,"n. 归国, 省亲回家, 同学会"
homeless,"a. 无家的, 无养主的"
homesick,"a. 思家的, 思乡病的"
homeward,"a. 在归途上的, 向家的
adv. 在归途上, 向家地"
honestly,"adv. 真诚地, 公正地"
honesty,"n. 诚实, 公正, 正直"
honorary,"a. 荣誉的, 无报酬的, 道义上的
"
honorable,"a. 值得尊敬的, 荣耀的, 高贵的"
honourable,"a. 值得尊敬的, 荣耀的, 高贵的
"
hood,"n. 头巾, 兜帽, 覆盖, 强盗
vt. 罩上, 覆盖"
hoof,"n. 蹄, (人的)脚
vt. 以蹄踢, 行走, 步行
vi. 走, 踢, 踏"
hook,"n. 钩, 钩状, 镰刀, 陷阱
vt. 挂...于钩上, 钩住, 引上钩, 偷窃
vi. 弯成钩状, 钩紧
"
hoop,"n. 箍, 铁环, 呼呼声
vt. 加箍于, 包围
vi. 发呼呼声"
hoover,"n. 胡佛电动吸尘器
vi. 用真空吸尘器打扫"
hop,"n. 单脚跳, 跳跃, 舞会, 飞行
vi. 单脚跳, 跳跃
vt. 跃过, 跳上, 加蛇麻子于, 服麻醉药
"
horizontal,"n. 水平线, 水平面, 水平位置
a. 水平线的, 平坦的, 横的
n. 水平
"
horn,"n. 角, 角质, 喇叭, 号角
a. 角制的
vt. 用角触, 长角于"
horned,"a. 有角的, 角状的"
horrible,"a. 可怕的, 遭透的, 极讨厌的"
horrify,"vt. 使恐惧, 使震惊"
horror,"n. 惊骇, 恐怖, 惨状
"
horseback,"n. 马背
adv. 在马背上, 骑在马上"
horsehair,"n. 马毛, 马鬃
"
horseman,"n. 骑马者, 马术师, 养马者"
horsepower,"n. 马力
"
horseracing,n. 赛马运动
horsewhip,"vt. 用马鞭鞭打, 惩罚
n. 马鞭"
hose,"n. 水管, 橡皮软管, 长统袜
vt. 用水管浇"
hospitable,"a. 好客的, 招待周到的"
hospitalize,"vt. 送...进医院治疗
"
hospitalise,"vt. 使住院, 把...送进医院治疗"
hostage,"n. 人质, 抵押品
"
hostel,"n. 青年招待所, 宿舍, 旅店"
hostess,"n. 女主人, 女房东, 女老板"
hostile,"a. 敌人的, 怀敌意的, 敌对的
n. 敌对分子"
hostility,"n. 敌意, 敌对, 反对"
hotline,"n. 热线电话, 咨询电话；热线"
hound,"n. 猎犬
vt. 带猎犬狩猎, 追捕, 激励, 使追逐"
houseboat,"n. 居住船, 游艇"
housebreaker,"n. 侵入家宅者, 强盗, 拆屋者"
householder,"n. 一家之主, 家长, 户长
"
housekeeper,"n. 主妇, 女管家"
housemaid,n. 女佣
hover,"vi. 盘旋, 翱翔, 徘徊
vt. 孵
n. 翱翔"
hovercraft,n. 气垫船
howl,"n. 嗥叫, 吠声, 号叫
vi. 狂吠, 咆哮, 呼啸
vt. 对...吼叫, 狂喊着说"
hug,"n. 紧抱, 拥抱
vt. 紧抱, 坚持, 使沾沾自喜"
hull,"n. 壳, 皮, 船体
vt. 去壳"
hum,"n. 嗡嗡声, 哼声, 杂声
vi. 发低哼声
vt. 哼, 用哼声表示
interj. 哼, 嗯"
humane,"a. 有人情的, 人道的, 仁慈的"
humanism,"n. 人本主义, 人文主义, 人道主义
"
humanist,"n. 人道主义者, 人文学者"
humanitarian,"n. 人道主义者, 博爱者, 基督凡人论者
a. 人道主义的, 博爱的, 凡人论的"
humanity,"n. 人性, 人类, 博爱"
humankind,n. 人类
humanly,"adv. 从人的角度, 充满人性地, 在人力所及范围"
humble,"a. 低下的, 谦逊的, 粗陋的
vt. 使...卑下, 降低...地位, 贬抑"
humid,"a. 潮湿的, 湿润的, 多湿气的"
hurl,"n. 用力的投掷
vt. 用力投掷, 发射, 愤慨地说出, 丢下
vi. 猛投, 猛掷"
hurray,interj. 好哇
hurricane,"n. 飓风, 暴风, 暴风雨"
hustle,"n. 心碌, 挤, 推, 拥挤喧嚷
vt. 催促, 乱挤活动, 硬逼, 强夺
vi. 赶紧, 硬挤过去"
hut,"n. 小屋, 茅舍, 临时军营
v. (使)住在茅舍"
hydroelectric,"a. 水力电气的
"
hydrogen,"n. 氢
"
hygiene,"n. 卫生保健, 卫生学, 保健法
"
hymn,"n. 赞美诗, 圣歌
v. 唱赞美歌"
hyphen,"n. 连字符
vt. 用连字符连接"
hypocrite,"n. 伪君子, 伪善者"
hypocritical,"a. 伪善的, 伪善者的"
hysteric,"a. 癔病的, 歇斯底里的
n. 癔病患者"
hysterical,"a. 歇斯底里的, 异常兴奋的
"
iceberg,"n. 冰山, 冷冰冰的人"
icebox,"n. 冷藏库, 冰箱, 冷冻室
"
icy,"a. 冰的, 冰冷的, 冷淡的, 滑溜的"
idealism,"n. 唯心主义, 观念论, 唯心论, 理想主义"
idealist,"n. 理想主义者, 唯心主义者
a. 唯心论的, 理想主义的"
idealize,"vt. 使理想化
vi. 理想化, 形成思想, 描述理想"
idealise,"vi.vt. 使理想化, 使观念化"
identical,"a. 同一的, 恒等的, 完全相同的
"
identification,"n. 识别, 身份证明, 认同
"
ideological,"a. 意识形态的, 空想的
"
ideology,"n. 思想体系, 意识形态, 观念学, 空论
"
idiom,"n. 习语, 成语, 惯用语法, 方言"
idiomatic,"a. 符合语言习惯的, 惯用的, 有许多习语的"
idiot,"n. 白痴, 极蠢之人
"
idle,"a. 懒惰的, 闲散的, 停顿的, 空闲的, 无用的
vi. 无所事事, 闲散, 浪费, 空转
vt. 虚度, 使闲散, 使空转
n. 空转, 空闲时间
"
idol,"n. 偶像, 崇拜物, 宠儿, 幻象, 谬论"
ignorance,"n. 无知, 愚味
"
illegible,"a. 难辨认的, 字迹模糊的"
illegitimate,"a. 不法的, 私生的, 不合规则的, 不合理的, 不符合习惯的
n. 无合法身份的人
vt. 宣告...为非法, 证明...为私生"
illogical,"a. 不合逻辑的, 无缘由的
"
illuminate,"vt. 照明, 用灯装饰, 阐明, 说明, 使灿烂
vi. 照亮, 用灯装饰"
illuminating,a. 有启发性的
illumination,"n. 照明, 阐明, 启发
"
illusion,"n. 幻影, 错觉, 幻想
"
illustrate,"vt. 举例说明, 作图解, 阐明
vi. 举例说明"
imaginary,"a. 想像的, 虚构的, 假想的"
imitation,"n. 模仿, 效法, 冒充, 赝品
"
immature,"a. 不成熟的, 未完全发育的, 粗糙的
"
immeasurable,"a. 不可测量的, 无限的, 广大无边的"
immediate,"a. 立即的, 直接的, 接近的
"
immense,"a. 极广大的, 无边的, 非常好的"
immigrant,"n. 移民
a. 移入的, 移民的"
immigrate,"vt. 使移居入境
vi. 移入"
immoral,"a. 不道德的, 邪恶的, 放荡的
"
immortal,"n. 不朽人物, 神仙
a. 永远的, 不死的, 长久的"
impatience,"n. 性急, 难耐, 焦急, 急躁"
impeach,"vt. 控告, 怀疑, 检举, 弹劾
"
imperative,"n. 命令, 必要的事, 规则, 祈使语气
a. 命令式的, 急需的, 势在必行的, 强制的"
imperfect,"a. 不完美的, 不完整的, 减弱的, 未完成过去时的
n. 未完成体"
imperial,"a. 帝王的, 宗主国的, 至尊的, 壮丽的
n. 特等品"
imperialism,"n. 帝国主义, 帝制
"
imperialist,"n. 帝国主义者, 皇帝统治的拥护者, 皇帝派的人
a. 帝国主义的"
impersonal,"a. 客观的, 和个人无关的, 没有人情味的, 非人称的
n. 非人称动词(或代词)"
implicate,"vt. 涉及, 含意, 暗示, 牵连
n. 包含的东西"
impolite,"a. 无礼的, 粗鲁的"
importer,"n. 输入者, 进口商
"
imposing,"a. 令人难忘的, 壮丽的, 威风的"
imposition,"n. 征收, 课税, 强加, 欺骗
"
impossibility,"n. 不可能之事, 不可能
"
impractical,"a. 不切实际的, 不能实行的, 不现实的, 不合情理的"
imprisonment,"n. 监禁, 下狱, 坐牢
"
improbable,"a. 不大可能的, 不象发生的, 荒谬可笑的
"
improper,"a. 不合适的, 错误的, 不成体统的, 不道德的
"
impulsive,"a. 冲动的, 受感情驱使的, 任性的
"
impure,"a. 不纯的, 肮脏的, 掺杂的, 混合的
"
inability,"n. 无能, 无力"
inaccessible,"a. 难得到的, 难接近的, 难达成的"
inaction,"n. 不活动, 无为, 怠惰, 迟钝
"
inadequacy,"n. 不适当, 不足之处, 不充分
"
inappropriate,"a. 不适当的, 不相称的"
inaugural,"a. 就任的, 开幕的
n. 就职演讲"
inaugurate,"vt. 开始, 举行...就职典礼"
incidence,"n. 发生, 发生率, 影响, 负担者, 入射, 倾角
"
incidental,"a. 附带的, 偶然的, 容易发生的
n. 附带事件"
inclination,"n. 倾向, 趋向, 倾斜度, 点头
"
inclusion,"n. 包含, 内含物
"
incompetent,"a. 无能力的, 无资格的, 机能不全的, 不胜任的
n. 无能力者"
incomprehensible,"a. 不能理解的, 费解的, 无限的"
inconsistent,"a. 不一致的, 易变的, 前后矛盾的
"
inconvenient,"a. 不便的, 有困难的"
incorporate,"a. 合并的, 组成公司的, 一体化的
vt. 吸收, 合并, 使组成公司, 体现
vi. 合并, 混合, 组成公司"
incredible,a. 难以置信的
incurable,"a. 不能医治的, 不能矫正的, 无救的
n. 不治的病人, 无救的人"
indebted,"a. 负债的, 受惠的
"
indecent,"a. 下流的, 不礼貌的
"
indefensible,"a. 不能防卫的, 无辩护余地的"
indefinable,"a. 不能下定义的, 不确定的"
indefinite,"a. 模糊的, 不确定的, 无限的
"
indifference,"n. 不重视, 无兴趣, 漠不关心
"
indignant,"a. 愤怒的, 愤慨的"
indignation,"n. 愤怒, 愤慨, 义愤"
indignity,"n. 侮辱
"
indispensable,"n. 不可缺少之物
a. 不可缺少的, 责无旁贷的, 绝对必要的"
individualism,"n. 个人主义, 个人特征
"
induce,"vt. 引诱, 招致, 归纳出, 感应
"
inducement,"n. 诱因, 动机, 吸引力, 刺激物
"
industrialist,"n. 企业家, 实业家
"
industrialize,"vt. 使工业化
vi. 实现工业化"
industrialise,vi.vt. (使)工业化
industrious,"a. 勤勉的, 刻苦的"
ineffective,"a. 无效的
"
inefficient,"a. 无效率的, 无能的
"
inequality,"n. 不平等, 不同, 不平坦, 不平均
n. 不平等, 不等式
"
inert,"a. 惰性的, 迟钝的, 无活力的, 呆滞的
"
inertia,"n. 惯性, 惰性, 迟钝
"
inevitable,"a. 不可避免的, 必然的
"
inexact,"a. 不正确的, 不确实的, 不精密的"
infancy,"n. 幼年, 初期, 幼儿期
"
inference,"n. 推论
"
inferior,"a. 次等的, 较差的, 下方的, 下级的
n. 部下, 次品, 下标(符号)"
infertile,"a. 不肥沃的, 不毛的, 不结果实的"
infinitive,"n. 不定式
a. 不定式的"
infinity,"n. 无限大, 无限
"
inflate,"vt. 使膨胀, 使得意, 使通货膨胀, 使充气
vi. 充气, 膨胀"
inflation,"n. 胀大, 夸张, 通货膨胀
"
influential,"a. 有影响的, 有势力的"
influenza,"n. 流行性感冒
"
informant,"n. 提供消息者, 密告者, 被调查者
"
informed,a. 见多识广的
informer,"n. 密告者, 控告者, 通知者
"
ingenious,"a. 灵敏的, 精巧的, 聪明的"
ingenuity,"n. 心灵手巧, 精巧, 精巧设计"
ingredient,"n. 成分, 因素
"
inhabit,"vt. 居住于, 占据, 栖息"
inhabitable,"a. 可居住的, 可栖居的"
inhabitant,"n. 居民, 居住者
"
inhale,"vt. 吸入
vi. 吸气"
inherent,"a. 固有的, 与生俱来的
"
inherit,"vt. 继承, 遗传
vi. 接受遗产"
inhuman,"a. 残忍的, 无人性的, 非人类的
"
inhumane,"a. 无人情味的, 薄情的, 残忍的"
inhumanity,"n. 不人道, 残暴
"
inimitable,"a. 无法仿效的, 独特的, 无比的"
initiate,"n. 入会, 开始
a. 新加入的
vt. 开始, 传授基本知识给"
injection,"n. 注射, 注射剂
"
injustice,"n. 不公平, 非正义的行为
"
in-laws,n. 姻亲
inlet,"n. 进口, 插入物
"
innkeeper,"n. 小旅馆老板, 客栈老板"
innocent,"a. 无罪的, 不懂事的, 无知的
n. 天真的人, 笨蛋"
innovate,"vi. 改革, 创新"
innumerable,"a. 无数的, 数不清的"
input,"n. 输入, 输入电路
vt. 输入
"
inquest,"n. 审讯, 讯问, 验尸
"
inquiring,"a. 询问的, 打听的, 爱追根究底的"
inquiry,"n. 质询, 探索, 调查, 询盘
"
insane,"a. 患精神病的, 极愚蠢的
"
inscribe,"vt. 登记, 铭记于, 题写, 雕刻
"
inscription,"n. 题字, 碑铭
"
insecticide,"n. 杀虫剂
"
insensibility,"n. 无感觉, 不在乎, 不关心
"
inseparable,"a. 不能分的
"
insignificant,"a. 无关紧要的, 无意义的, 琐碎的"
insincere,"a. 不诚实的, 无诚意的, 伪善的"
insistent,"a. 坚持的, 迫切的"
inspect,"vt. 检查, 检阅, 检验
vi. 检查"
inspection,"n. 检验, 检查, 视察
"
inspector,"n. 检查员, 巡视员
"
instal,"vt. 任命, 使就任, 使就职, 安装, 装置, 设置, 安顿, 安置"
install,"vt. 安装, 安置, 使就职
"
installation,"n. 安装, 装置, 就职
"
instalment,"n. 就职, 装设, 分期付款"
installment,"n. 就职, 装设, 分期付款
"
instinct,"n. 本能, 直觉
a. 充满着的"
institutional,"a. 制度的, 公共机构的, 学会的
"
instruct,"vt. 教, 教育, 命令, 通知
"
instructive,"a. 有益的, 增进知识的"
instructor,"n. 教员, 讲师
"
instrumental,"a. 仪器的, 器具的, 可作为手段的
"
insufficient,"a. 不够的, 不能胜任的, 不充足的
"
insulation,"n. 绝缘；隔离, 孤立"
insulator,"n. 绝缘体, 从事绝缘工作的工人
"
insulting,"a. 侮辱的, 损害人体的"
insured,n. 被保险人
insurer,"n. 保险公司
"
intact,"a. 尚未被人碰过的, 原封不动的, 完整的
"
integrate,"vt. 综合, 使完整, 使成整体
vi. 成一体
a. 完整的, 完全的"
integrity,"n. 正直, 廉正, 完整
"
intellect,"n. 智力, 出众的才华, 知识分子
"
intensify,"vt. 加强
vi. 强化"
intent,"n. 意图, 含义, 故意
a. 专心的, 决心的, 热心的"
intercept,"n. 截取, 妨碍, 截距
vt. 拦截, 阻止, 截取"
intercession,"n. 仲裁, 调解, 说情
"
interchange,"n. 立体交叉道, 互换
vt. 交换, 互换
vi. 交替发生"
intercom,"n. 内部通信联络系统, 内部通话系统
"
intercontinental,"a. 大陆间的, 洲际的"
intercourse,"n. 交往, 交流
"
interdependence,n. 互相依赖
interference,"n. 冲突, 干涉
"
interim,"a. 暂时的, 临时的, 间歇的
n. 过渡时期"
interior,"n. 内部, 内政
a. 内部的, 心灵的, 内地的, 内政的"
intermediate,"n. 中间物, 调停者, 中级
a. 中间的, 中级的
vi. 起媒介作用
"
intermediate,"n. 中间物, 调停者, 中级
a. 中间的, 中级的
vi. 起媒介作用
"
internal,"a. 内在的, 国内的
"
interpret,"vt. 解释, 演出, 翻译, 理解
vi. 翻译, 解释"
interpreter,"n. 直译程序, 解释者, 口译者, 注释器
"
intersect,"vt. 贯穿, 横穿
vi. 交错, 相交"
intersection,"n. 交集, 十字路口, 交叉点
"
interval,"n. 间隔, 距离, 间歇, 间隙
"
intervene,"vi. 插入, 调停, 干涉
"
intervention,"n. 插入, 介入, 调停
"
interventionist,"n. 干涉主义者
a. 干涉主义的"
interviewee,"n. 被接见者, 被采访者, 被面试者"
intestine,"a. 内部的, 国内的
n. 肠"
intolerable,"a. 无法忍受的, 难耐的"
intolerant,"a. 不容忍的, 不容异说的, 偏执的, 偏狭的, 不宽容的, 不耐的, 不耐性的"
intonation,"n. 朗诵, 语调, 唱
"
introductory,"a. 介绍的, 引导的, 开端的"
intruder,"n. 侵入者, 干扰者, 妨碍者
"
invader,"n. 侵略者
"
invalid,"n. 病人, 残废者
a. 有病的, 无效的"
invaluable,"a. 无价的, 价值无法衡量的"
invariable,"n. 不变的东西, 常数
a. 不变的, 常数的"
invasion,"n. 侵犯, 侵入, 侵害
"
inventory,"n. 详细目录, 存货清单
vt. 列入详细目录, 清点存货
"
investigator,"n. 调查者, 审查者
"
inviolable,"a. 不可亵渎的, 不可侵犯的, 神圣的
"
invisible,"a. 看不见的, 无形的
"
inviting,"a. 引人动心的, 有魅力的
"
inward,"a. 内心的, 向内的, 本来的
"
Irish,"n. 爱尔兰人, 爱尔兰语
a. 爱尔兰的"
irony,"n. 反语, 讽刺, 具有讽刺意味的事"
irregular,"n. 不规则物, 不合规格之物
a. 不规则的, 不整齐的, 不合法的"
irrelevant,"a. 不恰当的, 无关系的, 不相干的
"
irrigate,"vt. 灌溉, 冲洗伤口, 使清新
vi. 灌溉"
irritable,"a. 易怒的, 急躁的
"
irritate,"vt. 激怒, 使发怒, 使兴奋, 使发炎
vi. 引起不快"
irritating,"a. 刺激的, 使愤怒的, 气人的"
irritation,"n. 刺激, 烦恼, 刺激物
"
Islam,n. 伊斯兰教
isle,"n. 小岛, 群岛
vt. 使成为岛状
vi. 住在岛屿上"
issue,"n. 发行, 问题, 后果, 流出, 出口, 争端
vi. 发行, 流出, 造成...结果, 传下
vt. 使流出, 放出, 发行, 发布, 发给"
italic,"a. 斜体的
n. 斜体字, 斜体
"
italics,n. 斜体字
ivory,"n. 象牙, 乳白色
a. 象牙制的, 乳白色的"
jade,"n. 玉, 翡翠, 老马
a. 绿色的, 玉制的
v. (使)疲倦"
janitor,"n. 守卫, 门警, 管理人
"
jar,"n. 广口瓶, 震动, 刺耳声
vi. 震惊, 冲突, 发刺耳声, 不一致
vt. 震动, 刺激"
jaw,"n. 颚, 颌
v. 闲谈, 教训, 唠叨"
jelly,"n. 果冻, 果冻甜食, 胶状物
v. (使)结冻, (使)成胶状"
