enable,"vt. 使能够
"
purchase,"n. 购买, 购买品, 紧握, 绞辘
vt. 购买, 赢得, 努力取得, 用滑轮起(锚等)"
democracy,"n. 民主政治, 民主主义
"
constitution,"n. 构成, 宪法, 体格
"
amend,"vt. 修改, 改善, 改良
vi. 改过自新"
congress,"n. 国会, 会议, 讨论会
"
republican,"n. 共和主义者, 共和党员
a. 共和政体的, 共和国的, 共和主义的"
conservative,"a. 保守的, 守旧的, 有保存力的
"
monarch,"n. 帝王, 统治者, 元首
"
royal,"n. 王室, 皇族
a. 王室的, 皇家的, 盛大的, 庄严的"
cabinet,"n. 橱柜, 内阁
a. 内阁的, 细木工做的
"
senate,"n. 参议院, 立法机构, 评议会"
federal,"a. 联邦的, 联合的, 同盟的
"
ministry,"n. 部, 内阁, 服务
"
bureaucracy,"n. 官僚, 官吏
"
administration,"n. 行政, 管理, 政府机关
"
constitute,"vt. 构成, 组成, 任命
"
statesman,n. 政治家
politician,"n. 政客, 政治家, 从事党派政治的人
"
diplomat,"n. 外交官, 有外交手腕的人
"
ambassador,"n. 大使
"
governor,"n. (美)州长, (英)总督, 统治者, 管理者, 理事
"
municipal,"a. 市政的, 自治区的, 内政的
"
delegate,"n. 代表
vt. 委派...为代表"
committee,"n. 委员会
"
representative,"n. 代表, 众议员, 典型
a. 描写的, 表现的, 代理的, 代表的, 代议制的, 典型的"
campaign,"n. 战役, 运动, 竞选运动
vi. 参加运动, 作战"
election,"n. 选举, 当选, 选择权
"
candidate,"n. 候选人, 投考者
"
neutral,"n. 中立者, 中立国, 非彩色, 空档
a. 中立的, 中性的, 无色的"
veto,"n. 否决权
vt. 否决, 禁止"
ballot,"n. 投票, 投票用纸, 抽签
vi. 投票, 抽签
vt. 投票选出, 拉选票"
poll,"n. 投票, 民意测验, 选举投票, 投票数, 一组人中的一个, 头颈和后脑部, 鹦鹉
vt. 对...进行民意测验, 获得...票, 剪树枝, 轮询
vi. 投票
a. 剪过毛的, 修过枝的
"
nominate,"vt. 提名, 任命, 命名
"
designate,"vt. 指定, 指明, 称呼
a. 已选出而未上任的"
supervise,"v. 监督, 管理, 指导"
privilege,"n. 特权, 特别恩典, 基本权利, 特免
vt. 给与...特权, 特免"
dictate,"vi. 听写, 口述, 口授
vt. 口述, 使听写, 命令
n. 命令, 指挥, 指令"
demonstrate,"vt. 示范, 证明
vi. 示威"
corruption,"n. 腐败, 堕落, 贪污
"
suppress,"vt. 镇压, 使止住, 禁止, 抑制, 查禁
"
defect,"n. 缺点
"
radical,"n. 激进分子, 词根, 基础, 根式, 根
a. 激进的, 根本的, 基本的, 根的"
extremist,[经] 偏激份子
brainwash,"n. 洗脑
vt. 对人洗脑"
vulnerable,"a. 易受伤害的, 有弱点的, 易受影响的, 脆弱的, 成局的
"
spying,"[法] 间谍活动, 侦探"
plot,"n. 小块土地, 地区图, 图, 阴谋, 情节
vt. 划分, 绘图, 密谋
vi. 密谋, 策划
"
segregate,"a. 分离的, 被隔离的
vi. 分离, 隔离, 分凝
vt. 使分离, 使隔离"
injustice,"n. 不公平, 非正义的行为
"
prejudice,"n. 偏见, 成见, 侵害
vt. 使存偏见, 使有成见, 侵害"
feminist,n. 男女平等主义者
legislation,"n. 立法, 法律
"
assembly,"n. 与会者, 集会, 装配, 组件
"
draft,"n. 气流, 草稿, 汇票, 草案
vt. 起草, 征兵
"
draught,"n. 气流, 草稿, 汇票, 通风, 拉, 牵引
vt. 起草, 征兵, 选派"
clause,"n. 子句, 条款
"
implement,"n. 工具, 器具, 手段
vt. 实现, 使生效, 执行"
enforce,"vt. 强迫, 执行, 坚持
"
binding,"n. 装订
"
abolish,"vt. 废止, 革除, 消灭
"
court,"n. 法院, 庭院, 奉承
vt. 献殷勤, 追求, 招致
vi. 求爱"
counsel,"n. 商议, 忠告, 法律顾问
v. 商议, 劝告"
defendant,"n. 被告
"
witness,"n. 证人, 目击者, 证据, 证词
vt. 目击, 作证, 证明, 表明
vi. 作证人, 作为证据"
testimony,"n. 证言, 证据, 声明
"
sue,"vt. 控告, 起诉, 请求
vi. 提出诉讼, 提出请求"
deceive,"v. 欺骗, 行骗"
confess,"v. 承认, 坦白, 忏悔, 供认"
legal,"a. 法律的, 法定的, 合法的
"
illegal,"a. 违法的, 不合规定的
"
commit,"vt. 委托(托付), 犯罪, 指派...作战, 使承担义务
"
bribe,"n. 贿赂
vt. 贿赂, 收买
vi. 行贿"
robbery,"n. 抢掠, 抢夺
"
pirate,"n. 海盗, 盗印者, 侵犯专利权者
vt. 盗印, 掠夺, 翻印
vi. 做海盗, 从事劫掠"
copyright,"n. 版权, 著作权
"
justify,"vt. 替...辩护, 证明
vi. 证明合法
"
verdict,"n. 裁决, 判决, 判断性意见, 定论, 结论
"
victim,"n. 受害人, 牺牲者, 牺牲品
"
crime,"n. 犯罪, 罪行, 罪恶
"
criminal,"n. 罪犯, 犯人, 刑事
a. 犯了罪的, 刑事的, 有罪的"
investigate,"v. 调查, 审查"
deprive,"vt. 剥夺, 使丧失
"
innocent,"a. 无罪的, 不懂事的, 无知的
n. 天真的人, 笨蛋"
unfounded,"a. 没有事实根据的, 没有理由的, 虚幻的, 未建立的
"
petition,"n. 请愿, 诉状, 陈情书, 申请, 祈求, 祷文
v. 正式请求, 恳求, 请愿"
penalty,"n. 处罚, 刑罚, 罚款, 罚球, 报应, 不利结果, 妨碍
"
convict,"n. 囚犯, 罪犯
vt. 宣告有罪, 使知罪"
condemn,"vt. 判刑, 责备, 谴责
"
arrest,"n. 逮捕, 监禁
vt. 拘捕, 抑制, 吸引, 阻止"
execute,"vt. 执行, 实行, 完成, 处死, 制成
"
conservation,"n. 保护, 保存
"
petroleum,"n. 石油
"
gasoline,"n. 汽油
"
solar,"a. 太阳的, 日光的, 源自太阳的
"
convert,"n. 皈依者, 改变宗教信仰者
vt. 使改变信仰, 转换, 兑换, 倒置
vi. 皈依
"
explore,"v. 探险, 探测, 探究"
pump,"n. 抽水机, 打气筒, 泵, 抽吸
vt. 用唧筒抽水, 打气, 盘问, 倾注, 使疲惫
vi. 抽水, 上下(或往复)运动"
preserve,"vt. 保护, 保持, 保存, 维持, 腌, 禁猎
vi. 加工食品, 禁猎
n. 加工成的食品, 禁猎地, 保护区, 防护物"
regenerate,"vt. 使再生, 重建, 革新
vi. 新生, 再生
a. 新生的, 再生的
"
sustainable,"a. 足可支撑的, 养得起的, 可以忍受的"
environment,"n. 环境, 外界, 围绕
"
climate,"n. 气候, 社会趋势, 气候区
"
greenhouse,n. 温室
global warming,n. 全球变暖
ozone,"n. 新鲜的空气, 臭氧, 使人愉快的影响
"
deteriorate,v. (使)恶化
deforestation,"n. 采伐森林, 森林开伐
"
appropriation,"n. 拨用, 挪用, 拨款
"
displace,"vt. 移置, 替换, 转移"
endangered,a. 有生命危险的；濒临灭绝的
jeopardize,"vt. 危害, 使受危困, 使陷危地"
curb,"n. 抑制, 勒马绳, 边石
vt. 抑制, 束缚, 勒住"
impact,"n. 冲击, 冲突, 影响, 效果
vt. 挤入, 撞击, 压紧, 对...发生影响"
environmentalist,n. 环保人士
urge,"n. 冲动, 推动力, 迫切的要求
vt. 驱策, 力劝, 竭力主张, 推动
vi. 强烈要求"
farsighted,"a. 能看到远处的, 有先见之明的, 远视的
"
notion,"n. 概念, 观念, 想法, 打算, 别致的小东西
"
initiative,"n. 主动行动, 首创精神, 主动权
a. 自发的, 起始的"
recycle,"vt. 使再循环, 重新利用, 再制
n. 再循环"
battery,"n. 电池, 殴打
"
ecology,"n. 生态学, 社会生态学
"
evolution,"n. 进化, 发展, 进展, (气体)放出, 开方
"
biology,"n. 生物学
"
biodiversity,n. 生物多样性
community,"n. 社区, 公众, 共有, 共同体
"
biotech,n. 生物技术
harness,"n. 马具, 挽具状带子, 甲胄
vt. 给...上挽具, 驾驭, 披上甲胄, 利用...以产生动力"
defective,"a. 有缺陷的, 欠缺的
n. 有缺陷的人, 不完全变化词"
organic,"a. 器官的, 有机的, 组织的, 根本的
"
breed,"n. 种类, 品种
v. 养育, 引起, 饲养, 繁殖"
descendant,"n. 后裔, 子孙
a. 传下的, 下降的"
offspring,"n. 子孙, 后代, 产物
"
hatch,"n. 孵化, 舱口
vt. 孵, 孵出, 策划
vi. 孵化"
species,"n. 种, 类, 外形
"
habitat,"n. 栖息地, 居留地, 自生地, 聚集处
"
adapt,"vt. 使适应, 改编
vi. 适应"
nest,"n. 巢, 窝, 休息所, 隐匿处
vi. 筑巢, 找鸟巢
vt. 为...设窝, 使套叠
"
marine,"n. 舰队, 水兵, 海景画
a. 海的, 海产的, 海底的, 船舶的, 海运的"
extinct,"a. 熄灭的, 灭绝的, 耗尽的
"
ancestor,"n. 祖先, 祖宗"
tribe,"n. 宗族, 部落, 一群人
"
reptile,"n. 爬行动物, 爬虫, 卑鄙的人
a. 爬行的, 爬虫类的, 卑鄙的"
creature,"n. 人, 动物, 创造物, 生物"
insect,"n. 昆虫, 卑鄙的人
"
whale,"n. 鲸
vi. 捕鲸
vt. 使惨败, 猛揍"
crawl,"n. 爬行, 匍匐而行, 养鱼池
v. 爬行"
catastrophe,"n. 大灾难, 大祸
"
disaster,"n. 灾祸, 不幸, 彻底失败"
casualty,"n. 意外事故, 伤亡, 受害者
"
destructive,"a. 毁灭性的, 破坏的, 有害的
"
tragedy,"n. 悲剧, 惨案, 悲剧作品
"
erupt,"vi. 爆发
vt. 喷出"
wreck,"n. 失事, 残骸, 破坏
vt. 使失事, 拆毁, 破坏
vi. (船)失事, 营救失事船只"
collapse,"n. 崩溃, 倒塌, 虚脱
vi. 倒塌, 崩溃, 瓦解
vt. 使倒塌, 折叠
"
explosive,"n. 炸药, 爆破音
a. 易爆发的, 爆炸的, 暴躁的"
claim,"n. 要求, 要求权, 断言, 权利
vt. 要求, 认领, 主张
vi. 提出要求, 主张, 断言"
misfortune,"n. 不幸, 灾祸, 坏运气
"
drought,"n. 干旱, 缺乏"
hurricane,"n. 飓风, 暴风, 暴风雨"
typhoon,n. 台风
earthquake,n. 地震
volcano,n. 火山
surge,"n. 巨涌, 汹涌, 澎湃
vi. 汹涌, 澎湃, 颠簸, 猛冲, 突然放松
vt. 使汹涌奔腾, 急放
"
evacuate,"v. 疏散, 撤出, 排泄"
accidental,"a. 意外的, 偶然的, 非主要的, 附属的
n. 临时记号, 次要方面"
collide,"vi. 碰撞, 互撞, 抵触"
crash,"n. 哗啦声, 猛撞, 崩溃, 粗布
v. 撞碎, 破碎, (使)...坠毁
a. 速成的
"
crisis,"n. 危机, 危险期, 紧要关头
"
console,"vt. 安慰, 藉慰
n. 控制台
"
inevitable,"a. 不可避免的, 必然的
"
shelter,"n. 庇护所, 避难所, 庇护, 隐蔽处, 掩蔽
vt. 庇护, 保护, 隐匿
vi. 躲避"
survival,"n. 生存, 残存, 幸存者
a. 赖以生存的"
astronomy,n. 天文学
cosmic,"a. 宇宙的, 宇宙航行的, 无限的, 有秩序的
"
universe,"n. 宇宙, 星系, (思想等)范围"
infinite,"n. 无限, 神
a. 无穷的, 无限的, 极大的"
immense,"a. 极广大的, 无边的, 非常好的"
gravity,"n. 地心引力, 重力
"
outer,"a. 外部的, 外面的, 在外的, 远离中心的
"
atmosphere,"n. 大气, 空气, 气氛
"
galaxy,"n. 银河, 星系, 一群(显赫的人物)
"
planet,"n. 行星, 命运星辰, 杰出的人, 重大影响的事"
cluster,"n. 串, 丛, 群, 簇
vi. 成串, 丛生
vt. 使聚集
"
twinkle,"n. 闪烁, 闪耀, 瞬息
vi. 闪烁
vt. 使闪耀"
equator,"n. 赤道
"
orbit,"n. 轨道, 常轨, 眼眶
vt. 绕...轨道而行
vi. 进入轨道, 盘旋"
phase,"n. 时期, 局面, 方面, 位相, 相, 阶段
vt. 使调整相位, 使定相, 使一致, 逐步执行, 实行
"
eclipse,"n. 日食, 月食, (地位名誉等的)消失
vt. 引起日食, 引起月食, 使黯然失色"
comet,n. 彗星
polarization,"n. 极化, 极化强度, 偏振, 两极分化
"
phenomenon,"n. 现象, 迹象, 表现, 奇迹, 奇才
"
hemisphere,"n. 半球, 地球的半面, 大脑半球
"
latitude,"n. 纬度, 范围
"
longitude,"n. 经度, 经线
"
horizon,"n. 地平线, 眼界, (天)视地平"
tropic,n. 回归线
tropical,"a. 热带的, 热情的
"
altitude,"n. 高度, 海拔, 高处
"
range,"n. 排, 行, 山脉, 范围, 行列, 射程
vt. 排列, 归类于, 使并列, 放牧
vi. 平行, 延伸, 漫游
"
terrain,"n. 地带, 地区, 地形, 领域, 范围"
cliff,"n. 悬崖, 绝壁"
territory,"n. 领土, 领地, 版图, 地区, 活动范围
"
acid,"n. 酸, 酸类物质, 尖刻, 迷幻药
a. 酸的, 酸性的, 尖刻的, 敏锐的
"
barren,"a. 不育的, 贫瘠的
n. 荒地"
fertile,"a. 可繁殖的, 肥沃的, 生产多的
"
steep,"n. 浸渍, 悬崖
a. 险峻的, 陡峭的, 急剧升降的, 夸大的
v. 浸, 泡"
canal,"n. 运河, 水道, 管, 沟渠
vt. 开运河"
media,"n. 媒体
"
headline,"n. 大标题, 新闻摘要
vt. 为...做标题, 写标题"
column,"n. 专栏, 圆柱, 纵队, 列, 柱形物
"
subscribe,"vt. 捐献, 签署
vi. 赞成, 同意, 捐款, 预订, 认购
"
advertise,"vt. 做广告, 通知, 公布
vi. 做广告"
icon,"n. 画像, 肖像, 偶像, 图标, 像标
"
celebrity,"n. 名声, 名人"
reputation,"n. 名誉, 名声, 声望
"
exclusive,"a. 排外的, 独占的, 唯一的
"
release,"n. 释放, 发泄, 豁免, 发行, 释放证书
vt. 释放, 解除, 放松, 豁免, 免除, 发布, 放弃, 让与
n. 发布
"
expose,"vt. 使暴露, 使曝光, 揭穿, 陈列
"
annual,"n. 年刊, 年报
a. 每年的, 一年一次的, 全年的, 一年生的"
correspondent,"n. 通讯记者, 通信者
"
journalist,"n. 新闻记者, 从事新闻杂志业的人"
circulate,"v. (使)流通, (使)循环, (使)传播"
rumour,"n. 谣言, 传闻
vt. 谣传"
amuse,"vt. 消遣, 娱乐, 使发笑"
entertain,"vt. 娱乐, 招待, 怀抱
vi. 款待"
recreation,"n. 娱乐, 消遣, 休息, 再创造
"
performance,"n. 施行, 工作情况, 成绩, 行为, 表现, 演出
"
rehearsal,"n. 预演, 排演, 练习, 叙述, 复述
"
audience,"n. 听众, 观众, 读者
"
applaud,"v. 拍手喝彩, 称赞, 赞同"
episode,"n. 插曲, 插话, 有趣的事件, 一段情节
"
channel,"n. 海峡, 航道, 频道
vt. 引导, 在...上挖沟, 形成河道
"
feature,"n. 面孔的一部分(如眼、口等), 特征, 容貌, 特色, 特写
vt. 是...的特色, 特写, 放映
vi. 起重要作用
"
display,"n. 显示, 陈列, 炫耀, 显示器
vt. 陈列, 显示, 表现, 夸示
"
screen,"n. 幕, 银幕, 屏风, 掩蔽物, 屏蔽, 筛子
vt. 掩蔽, 放映, 拍摄, 掩护, 筛, 甄别
vi. 拍电影
"
preview,"n. 事先查看, 预览
vt. 事先查看, 预演
"
drama,"n. 戏剧, 戏剧艺术"
rival,"n. 对手, 竞争者
a. 竞争的"
musician,"n. 音乐家, 乐师, 作曲家"
tune,"n. 歌曲, 主旋律, 心情, 声调, 和谐, 一致, 语调, 程度
vt. 为...调音, 调整, 调谐, 使一致
vi. 协调, 调谐"
instrument,"n. 工具, 手段, 仪器
"
album,"n. 粘贴簿, 唱片套
"
studio,"n. 工作室, 画室, 演播室, 电影制片厂"
video,"n. 影像, 电视
a. 图像的, 电视的"
stereo,"n. 铅版, 立体照片
a. 立体的, 立体感觉的"
sightseeing,"n. 观光, 游览
a. 观光的, 游览的"
attraction,"n. 吸引, 吸引人的事物, 吸引力
"
fashion,"n. 流行, 风尚, 时样
vt. 形成, 造, 作"
trendy,"a. 随潮流的, 时髦的, 赶潮流的"
prevail,"vi. 获胜, 流行, 盛行
"
destination,"n. 目的地, 目标, 目的
"
landscape,"n. 风景, 山水, 风景画
vi. 从事景观美化
vt. 美化...景观
"
motel,n. 汽车旅馆
reservation,"n. 保留, 预定, 保留品, 保留地
"
route,"n. 路径, 途径, 路线
vt. 确定路线, 按规定路线发送
"
passport,"n. 护照, 手段, 通行证
"
visa,"n. 签证
vt. 签发"
departure,"n. 离开, 出发, 违背, 偏离
"
approve,"vt. 赞同, 核准, 为...提供证据
vi. 赞许"
bound,"n. 跃, 回跳, 范围, 边界
a. 受约束的, 装有封面的, 有义务的, 关联的, 被束缚的, 准备去...的, 便秘的
vi. 跳跃, 弹起
vt. 使跳, 限制, 形成...的疆界
bind过去式和过去分词
"
cancel,"n. 取消, 撤消, 盖销(邮票)
vt. 取消, 删去, 抵销, 盖销
vi. 相互抵销
"
convenience,"n. 方便, 便利的事物, 方便的时候"
crew,"n. 全体人员, 一群人, 全体队员
crow的过去式"
exotic,"a. 异国的, 外来的
n. 外来人, 外来物, 舶来品"
fare,"n. 费用, 旅客, 食物
vi. 进展, 进步, 经营, 过活"
wander,"vi. 游荡, 漫步, 徘徊, 迷路, 离题, 蜿蜒
vt. 在...漫游"
lounge,"n. 闲逛, 休闲室, 长沙发
vi. 闲混, (懒洋洋地)躺
vt. 闲混"
yoga,n. 瑜珈
urban,"a. 都市的, 住在都市的, 习惯于都市的
"
suburban,"a. 郊外的, 郊区的, (贬)偏狭的, 土气的, 见识不广的
n. 郊区居民"
transportation,"n. 运输, 输送, 交通车辆
"
vehicle,"n. 交通工具, 车辆, 传播媒介
"
coach,"n. 四轮大马车, 教练
vt. 训练, 指导
vi. 坐马车旅行, 作指导"
carriage,"n. 马车, 客车, 举止, 运输
"
ferry,"n. 渡船, 渡口
"
landing,"n. 登陆, 码头, 降落
"
navigate,"vi. 航行
vt. 航行于, 驾驶, 操纵, 使通过"
harbor,"n. 港, 避难所
v. 庇护, 藏匿, (使)入港停泊"
harbour,"n. 港, 避难所
v. 庇护, 藏匿, (使)入港停泊"
fleet,"n. 舰队, 港湾, 小河
a. 快速的, 敏捷的, 浅的, 短暂的
adv. 浅
vi. 疾驰, 飞逝, 掠过
vt. 消磨, 变换船(或船员)的位置"
cargo,"n. 货物
"
anchor,"n. 锚
vt. 抛锚停泊, 使固定
"
compass,"n. 指南针, 范围, 音域
vt. 包围, 达到, 图谋, 理解"
timetable,n. 时间表
schedule,"n. 时间表, 一览表, 计划表, 议事日程
vt. 预定, 编制目录, 制...表, 安排"
platform,"n. 站台, 月台, 讲台, 论坛, 平台
"
commute,"vt. 交换, 折偿, 减轻
vi. 代偿, 经常乘车来往"
jam,"n. 果酱, 拥塞之物, 堵塞, 困境
vt. 挤进, 使塞满, 混杂, 压碎, 使堵塞
vi. 堵塞, 轧住, 拥挤"
subway,"n. 地铁, 地道
vi. 乘地铁"
underground,"n. 地下, 地铁, 地道, 秘密活动
a. 地下的, 秘密的
adv. 在地下, 秘密地"
pavement,"n. 路面, 人行道, 铺面路, 铺路材料"
intersection,"n. 交集, 十字路口, 交叉点
"
pedestrian,"n. 行人, 步行者
a. 人行的, 徒步的, 呆板的, 通俗的, 平淡无奇的"
aisle,"n. 走廊, 侧廊, 过道
"
census,"n. 户口普查
vt. 实施统计调查"
household,"n. 一家人, 家庭, 家族, 王室
a. 家庭的, 家常的, 王室的"
residence,"n. 住宅, 居留, 驻扎, 居住期间
"
tenant,"n. 承租人, 房客, 居住者
vt. 租借
"
homelessness,n. 无家可归
kid,"n. 小山羊, 小山羊肉, 小孩, 欺骗
a. 小山羊皮制的
v. 哄骗, 嘲弄"
spouse,n. 配偶
proposal,"n. 提议, 计划, 求婚
"
wed,"vt. 与...结婚, 使结合
vi. 结婚"
vow,"n. 誓约, 誓言, 许愿
vi. 起誓, 发誓, 郑重宣言
vt. 立誓, 起誓要, 郑重地宣布"
divorce,"n. 离婚
vt. 与...离婚"
negotiate,"vi. 商议, 谈判, 交涉
vt. 谈妥, 转让, 处理"
welfare,"n. 福利, 安宁, 幸福, 福利事业
a. 福利的"
donate,v. 捐赠
billionaire,n. 亿万富翁
private property,[经] 私有财产
baby boomer,"n. A person born during a baby boom, esp. one born in the U.S. between 1946 and 1965。; 婴儿潮时期出生的人"
dilemma,"n. 困境, (进退两难的)窘境"
individualistic,"a. 个人主义的, 独特的"
pursue,"vt. 追赶, 追踪, 追随, 追求, 实行, 继续, 从事
vi. 追赶, 继续"
career,"n. 事业, 生涯, 成功
"
professional,"n. 专业人才
a. 专业的, 职业的"
recommend,"vt. 推荐, 介绍, 劝告, 使受欢迎, 托付
"
in consultation with,经[在]与…磋商[诊疗]
interview,"n. 面谈, 访问, 接见, 面试
vt. 接见, 对...进行面谈(试)"
opportunity,"n. 机会, 时机"
promotion,"n. 晋级, 创建, 增进
"
celebrate,"v. 庆祝, 祝贺, 举行"
acquaintance,"n. 认识, 相识者"
behave,"vi. 举止端正, 行为规矩
vt. 检点(自己的)行为, 使表现好"
neglect,"n. 疏忽, 忽略, 漏做
vt. 疏忽, 忽视, 不顾"
abuse,"n. 滥用, 虐待, 恶习, 辱骂
vt. 滥用, 辱骂, 虐待"
retire,"n. 隐居
vi. 引退, 退役, 退休, 退去, 撤退, 退却
vt. 使...撤退, 辞退"
honesty,"n. 诚实, 公正, 正直"
patriotism,"n. 爱国心, 爱国精神, 爱国主义"
national treasure,国家宝藏；惊天夺宝；国家财富（美国电影名）
scholar,"n. 学者, 奖学金获得者, 有文化者, 学习者"
cultural difference,文化差异
national identity and value,无
custom,"n. 习惯, 风俗, 海关, 自定义
a. 定制的
"
taboo,"n. 禁忌, 禁止接近, 禁止使用
a. 禁忌的, 忌讳的
vt. 禁忌, 忌讳, 禁止"
traditional virtues, 传统美德
symptom,"n. 症状, 征候, 征兆
"
acupuncture,"n. 针刺, 针刺疗法
vt. 施以针灸"
gunpowder,"n. 火药
"
printing,"n. 印刷, 印刷术, 印花
"
compass,"n. 指南针, 范围, 音域
vt. 包围, 达到, 图谋, 理解"
stroke,"n. 笔划, 打, 中风, 抚, 摩, 冲程
vt. 划尾桨, 抚, 摩, 划去
"
calligraphy,"n. 笔迹, 书法"
mascot,"n. 福神, 吉祥的东西"
dragon,"n. 龙, 凶暴的人
"
phoenix,"n. 凤凰, 不死鸟, 死而复生的人, 完人, 殊品"
