enable,"vt. 使能够
"
pedal,"n. 踏板, 脚蹬子
a. 脚的, 脚踏的
vt. 用脚踏动
vi. 踩踏板, 骑车"
suite,"n. 随员, 套房, (一)组, (一)套, 组曲, 继之而来的事
"
knob,"n. 把手, 瘤, 旋钮, 球形突出物
vt. 使有球形突出物
vi. 鼓起"
compartment,"n. 分隔间, 卧车包房, 防水舱隔
"
cylinder,"n. 圆筒, 圆筒状物, 汽缸, 柱面
"
locomotive,"n. 火车头, 机车
a. 运转的, 火车头的, 移动的"
minibus,"n. 中客车, 小型公共汽车"
rein,"n. 缰绳, 统治, 支配
vt. 驾驭, 以缰绳控制, 控制
vi. 勒住马"
dock,"n. 码头, 船坞, 被告席, 尾巴的骨肉部分
vt. 使靠码头, 使(船)进港, 剪短
vi. 进港"
embark,"vi. 乘船, 着手, 从事, 上飞机
vt. 使上船, 使上飞机, 使从事"
embark on,"从事, 着手"
embark upon,"开始,从事,着手"
ferry,"n. 渡船, 渡口
"
shipment,"n. 装船, 出货
"
submarine,"n. 潜水艇, 海底生物
a. 海中的, 生长在海中的
vt. 用潜水艇攻击
vi. 在下疾行, 在下滑动"
tack,"n. 平头钉, 大头钉, 粗缝针脚, 行动方针, 食物
vt. 以大头针钉住, 附加"
tack on,"un. 粗缝
"
yacht,"n. 快艇, 游艇
vi. 驾游艇, 乘游艇"
aerial,"a. 空中的, 航空的, 空气的, 空想的
n. 天线"
aviation,"n. 航空, 航空学, 飞行术
"
liner,"n. 班机, 划线者, 定期船, 衬里
"
shuttle,"n. 穿梭, 梭子, 往返移动之物
v. (使)穿梭移动, 往返运送"
supersonic,"a. 超声波的
"
astronomy,n. 天文学
comet,n. 彗星
equator,"n. 赤道
"
galaxy,"n. 银河, 星系, 一群(显赫的人物)
"
the Galaxy, 天河；河
hemisphere,"n. 半球, 地球的半面, 大脑半球
"
lunar,"a. 阴历的, 月的, 微亮的(指光)
"
module,"n. 组件, 模数
"
ashore,"adv. 向岸, 在岸上"
brink,"n. 边缘, 陡岸"
on the brink of,"在…边缘,濒于,接近,几乎,差点"
geology,"n. 地质学, 地质情况"
inland,"a. 内陆的, 国内的
n. 内地"
isle,"n. 小岛, 群岛
vt. 使成为岛状
vi. 住在岛屿上"
meadow,"n. 草地, 牧场"
peninsula,"n. 半岛, 突出的地方, 伊比利亚半岛"
plateau,"n. 高地, 高原, (上升后的)稳定水平
"
polar,"a. 两极的, 极地的, 正好相反的, 极性的
n. 极线, 极面"
spectacle,"n. 引人羡慕的东西, 景象, 眼镜, 场面, 公开展示"
swamp,"n. 沼泽, 进退两难的困境
vt. 淹没, 击溃, 清除, 使陷于沼泽
vi. 陷于沼泽, 淹没"
terrace,"n. 阶地, 梯田, 房屋之平顶, 阳台, 沿岸防地, 露台
a. 叠层式的
vt. 使成梯田, 使成有平台屋顶"
drought,"n. 干旱, 缺乏"
humidity,"n. 湿气, 潮湿, 湿度
"
hurricane,"n. 飓风, 暴风, 暴风雨"
fellowship,"n. 伙伴关系, 共同参与, 团体, 奖学金, 友谊
"
pact,"n. 契约, 协定, 条约
"
patron,"n. 赞助人, 顾客, 保护人
"
tribe,"n. 宗族, 部落, 一群人
"
boycott,"n. 联合抵制
vt. 联合抵制"
contention,"n. 争论, 争辩, 所持的论点
"
feat,"n. 壮举, 功绩, 技艺表演
a. 灵巧的, 合适的, 整洁的"
guardian,"n. 看守者, 监护人, 保护人
a. 保护的"
patrol,"n. 巡逻, 巡逻员, 侦察队
v. 巡逻, 巡视"
safeguard,"n. 保卫, 保护措施, 防护设施
vt. 保卫, 保护"
versus,"prep. 对...
"
assassination,"n. 暗杀
"
bully,"n. 欺凌弱小者, 土霸
vt. 威胁, 恐吓, 欺负
vi. 欺负
a. 特好的, 第一流的
adv. 十分"
casualty,"n. 意外事故, 伤亡, 受害者
"
massacre,"n. 大屠杀
vt. 大屠杀, 残杀"
oath,"n. 誓约, 誓言, 咒骂
"
on oath,"发誓, 在誓言的约束下
"
under oath,"宣誓,发誓,凭誓言"
prey,"n. 被掠食者, 牺牲者
vi. 捕食"
prey on,"捕食, 掠夺"
fall prey to,[网络] 成为……的牺牲品；深受…之害；受害
rebellion,"n. 谋反, 叛乱, 反抗
"
slaughter,"n. 残杀, 屠杀, 杀戮
vt. 残杀, 屠杀, 亏本出售"
unanimous,"a. 意见一致的, 无异议的"
dole,"n. 救济品, 失业救济金
vt. 发放救济"
dole out,"na. 少量地分给；发放
"
recipient,"a. 领受的, 容易接受的, 感受性强的
n. 领受者, 容纳者, 容器"
reciprocal,"a. 互惠的, 相互的, 相等的, 倒数的, 彼此相反的
n. 倒数, 互相起作用的事物"
tribute,"n. 贡物, 礼物, 颂辞"
remnant,"n. 剩余, 零料, 遗迹
a. 剩余的, 残余的"
remainder,"n. 剩余物, 其他人, 残余, 余数
v. 削价出售(图书)
a. 剩余的, 出售削价剩书的
"
foremost,"a. 最初的, 最重要的
adv. 在最前"
first and foremost,首要地
gossip,"n. 闲聊, 随笔, 流言, 爱讲闲话的人
vi. 说闲话, 闲聊"
junk,"n. 垃圾, 乌七八糟的东西, 舢板
"
litter,"n. 垃圾, 杂乱, 轿, 担架
vt. 乱丢, 铺草, 弄乱
vi. 产仔, 乱丢垃圾"
irrigation,"n. 灌溉, 冲洗
"
pasture,"n. 牧场, 草地, 牧草
vt. 放牧
vi. 吃草"
shepherd,"n. 牧羊人, 牧羊犬, 牧师, 保护者
vt. 看守, 领导, 指导, 牧羊"
canvas,"n. 帆布, 画布, 油画
"
linen,"n. 亚麻布, 亚麻线, 亚麻制品
a. 亚麻布制的, 亚麻的"
velvet,"n. 天鹅绒
a. 天鹅绒的"
hawk,"n. 鹰, 掠夺者, 鹰派成员
vi. 放鹰行猎, 像鹰一般地袭击, 清嗓, 咳嗽
vt. 捕捉, 咳出, 兜售, 叫卖, 散播"
mall,n. 林荫路
monopoly,"n. 垄断, 专卖权, 独占事业
"
stall,"n. 厩, 停车处, 牧师职位, 货摊, 托辞, 拖延
vt. 关入厩, 停顿, 推托, 支吾, 使陷于泥中
vi. 被关在厩内, 陷于泥中, 停止, 支吾"
dividend,"n. 被除数, 股利
"
heritage,"n. 遗产, 祖先遗留物, 继承物
"
levy,"n. 税款, 所征的人数, 征收
vi. 征税, 课税
vt. 征收, 强求, 召集"
monetary,"a. 货币的, 金钱的
"
mortgage,"n. 抵押, 约束性义务, 抵押借款
vt. 抵押, 以...作担保, 把...许给"
ballot,"n. 投票, 投票用纸, 抽签
vi. 投票, 抽签
vt. 投票选出, 拉选票"
reign,"v. 为王，为君；当政；统治
n. 为王，为君；当政；统治"
bureaucracy,"n. 官僚, 官吏
"
bureaucratic,"a. 官僚的
"
diplomat,"n. 外交官, 有外交手腕的人
"
municipal,"a. 市政的, 自治区的, 内政的
"
premier,"n. 总理, 首相
a. 首位的, 最初的"
alien,"n. 外国人, 外侨
a. 外国的, 相异的"
census,"n. 户口普查
vt. 实施统计调查"
commonwealth,n. 共和国；联邦；国民整体
the Commonwealth,英联邦
patriot,"n. 爱国者, 爱国主义者"
patriotic,"a. 爱国的, 有爱国心的
"
statesman,n. 政治家
hostage,"n. 人质, 抵押品
"
kidnap,"vt. 绑架, 诱拐, 拐骗
"
pirate,"n. 海盗, 盗印者, 侵犯专利权者
vt. 盗印, 掠夺, 翻印
vi. 做海盗, 从事劫掠"
rape,"n. 抢夺, 掠夺, 强奸, 葡萄渣, 芸苔
vt. 掠夺, 抢夺, 强奸"
smuggle,"vt. 偷运, 走私, 私运
vi. 走私"
solicitor,"n. (英)律师, 初级律师, (美)法务官, (美)掮客, 游说者, (美)募捐者
"
theft,"n. 盗窃, 失窃, 盗窃罪, 赃物
"
magistrate,"n. 长官, 法官, 推事
"
armor,"n. 盔甲, 潜水服, 装甲
vt. 为...装甲"
armour,"n. 甲胄, 装甲, 潜水服"
lieutenant,"n. 中尉, 助理人员, 副官"
militant,a. 好战的
sergeant,"n. 警察小队长, 军士"
ammunition,"n. 军火, 弹药
"
artillery,"n. 火炮, 炮兵, 炮术
"
the artillery,炮兵(部队)；炮队
cannon,"n. 大炮, 加农炮
v. 炮轰"
trigger,"n. 触发器, 扳机
vt. 触发, 发射, 引起
vi. 松开扳柄
"
captive,"n. 俘虏, 迷恋者
a. 被俘的, 被迷住的"
fort,"n. 堡垒, 要塞, 易货站
vt. 设要塞保卫
vi. 设要塞"
warfare,"n. 战争, 战斗, 交战, 斗争, 竞争
"
angel,"n. 天使, 守护神, 善人"
bishop,"n. 主教, (国际象棋中的)象, 热果子酒"
cathedral,n. 大教堂
Catholic,"n. 天主教徒
a. 天主教的, 普遍的, 广泛的, 宽宏大量的"
cemetery,"n. 墓地, 公墓
"
chapel,"n. 小教堂, 礼拜式"
divine,"a. 神的, 神圣的, 非凡的
n. 神学家"
Easter,n. 复活节
missionary,"n. 传教士, 负有任务者, 工作人员
a. 传教的, 传教士的"
paradise,"n. 天堂, 乐园, 伊甸园"
pilgrim,"n. 旅行者, 朝圣者, 香客
vi. 朝圣"
sacred,"a. 神圣的, 献给上帝的, 庄严的, 祭祀的
"
thanksgiving,n. 感谢
ballet,n. 芭蕾舞
chant,"n. 圣歌, 赞美诗
v. 吟唱, 诵扬"
chord,"n. 弦, 和音
"
chorus,"n. 合唱队, 齐声
v. 齐声说道, 合唱"
in chorus," 一齐, 一致, 共同; 齐声"
melody,"n. 曲子, 美妙音乐, 曲调"
solo,"n. 独奏, 独唱, 单独表演
a. 单独的, 独奏的, 独唱的
vi. 放单飞"
stereo,"n. 铅版, 立体照片
a. 立体的, 立体感觉的"
symphony,"n. 交响乐, 交响曲"
carve,"v. 雕刻, 切开"
sculpture,"n. 雕刻, 雕塑
vt. 雕刻, 雕塑
vi. 当雕刻师"
biography,n. 传记
legend,"n. 传说, 传奇文学, 图例
"
masterpiece,"n. 杰作, 名著"
prose,"n. 散文
v. 写散文
a. 散文的, 平凡的"
verse,"n. 诗, 韵文, 诗句
vt. 用诗表达
vi. 作诗"
repertoire,"n. 全部剧目, 全部技能, 全部节目, 全部作品"
historian,"n. 历史学家, 记事者"
throne,"n. 王座, 君主"
alloy,"n. 合金
vt. 将...铸成合金, 减低成色
vi. 合铸"
bronze,"n. 青铜, 铜像
a. 青铜色的"
calcium,"n. 钙
"
dioxide,"n. 二氧化物
"
foil,"n. 箔, 烘托, 衬托
vt. 贴箔于, 衬托, 阻止, 挡开, 挫败"
grease,"n. 脂肪, 兽脂, 油脂, 贿赂
vt. 涂脂于, 贿赂"
ivory,"n. 象牙, 乳白色
a. 象牙制的, 乳白色的"
mercury,"n. 水银, 汞, 使者
"
metallic,"a. 金属的, 含金属的, 产生金属的
"
oxide,"n. 氧化物
"
pearl,"n. 珍珠, 珠灰色, 杰出者, 珍贵之物
vt. 用珍珠镶, 使成珠状
vi. 成珠子状, 采珍珠, 用珍珠做"
quartz,"n. 石英
"
radium,"n. 镭
"
sulfur,"n. 硫, 硫磺
vt. 用硫磺处理"
sulphur,"n. 硫, 硫磺
"
zinc,"n. 锌
vt. 镀锌于"
evaporate,"vi. 蒸发, 失去水分, 消失
vt. 使蒸发, 使脱水, 使消失"
fusion,"n. 熔合物, 结合, 熔合
"
ozone,"n. 新鲜的空气, 臭氧, 使人愉快的影响
"
saturate,"vt. 使渗透, 浸透, 使充满, 使饱和
a. 浸透的, 饱和度高的, 深颜色的
n. 饱和化合物, 饱和脂肪酸"
sprinkle,"vt. 洒, 散置, 撒, 点缀
vi. 洒, 撒, 下小雨
n. 洒, 撒, 散置, 小雨, 少量"
watertight,"a. 不透水的, 不漏水的, 无懈可击的
"
ecology,"n. 生态学, 社会生态学
"
botany,"n. 植物学
"
botanical,"a. 植物学的
n. 植物性药材"
herb,"n. 药草, 香草
"
shrub,"n. 矮树, 灌木, 果汁甜酒"
stump,"n. 残株, 树桩, 烟蒂, 讲演台
vt. 砍断, 挑战, 难住
vi. 蹒跚而走"
thorn,"n. 刺, 棘, 荆棘"
vegetation,"n. 植物
"
buck,"n. 元, 雄鹿, 纨绔子弟, 鞍马, 培克(赌博时的庄家标志), 碱水, 自夸, 谈话
vi. 马背突然拱起, 反对, 吹牛, 闲聊
vt. 马背突然拱起将骑手摔下, 反对, 用碱水洗
a. 雄的"
buck up,"na. 振作精神；鼓励；打起精神来!
"
hound,"n. 猎犬
vt. 带猎犬狩猎, 追捕, 激励, 使追逐"
owl,"n. 猫头鹰
"
parasite,"n. 寄生生物, 寄生虫, 食客
"
penguin,"n. 企鹅, 空军地勤人员"
shark,"n. 鲨鱼, 骗子
v. 诈骗"
apparatus,"n. 装置, 器具, 器官
"
breakdown,"n. 崩溃, 故障
"
friction,"n. 摩擦, 摩擦治疗, 不和
"
lubricate,"vt. 使润滑, 涂油
vi. 润滑"
chunk,"n. 大块, 矮胖的人(或物)
"
fracture,"n. 破碎, 骨折
v. (使)破碎, (使)破裂"
tilt,"n. 倾斜, 倾向, 船篷, 车篷
vt. 使倾斜, 使倾侧, 用帆布篷遮盖
vi. 倾斜, 翘起, 冲, 评击
"
at full tilt,"全速地, 用力地"
calorie,n. 卡路里（热量单位）
radioactive,"a. 放射性的, 有放射能的
"
thermal,"a. 热的, 热量的, 温泉的
n. 上升温暖气流"
fuse,"n. 保险丝, 导火线
v. 熔化, 融合"
spectrum,"n. 光谱, 范围, 系列
"
transistor,"n. 晶体管
"
ultraviolet,"a. 紫外线的
"
watt,"n. 瓦(特)
"
barricade,"n. 路障, 障碍
vt. 设路障于, 阻碍"
inertia,"n. 惯性, 惰性, 迟钝
"
repression,"n. 抑制, 压抑, 制止
"
withhold,"vt. 使停止, 扣留, 保留, 拒给
vi. 克制, 忍住"
invert,"a. 转化的
vt. 使反转, 使颠倒, 使转化
n. 颠倒的事物
"
recede,"vi. 向后退, 退却, 收回, 降低, 减弱
"
rotary,"a. 旋转的, 轮流的
n. 旋转式机器"
slump,"n. 暴跌, 垂头弯腰的姿态
vi. 猛然掉落, 陷入, 衰落(经济等)"
spiral,"n. 螺旋形之物, 螺线
a. 螺旋形的, 盘旋的
vi. 螺旋形下降, 螺旋形上升, 螺旋形行进
vt. 使螺旋形行进"
velocity,"n. 速度, 迅速
"
coalition,"n. 结合体, 结合, 联合
"
distil,"vt.vi. 蒸馏, 提取...的精华, 用蒸馏法提取
vi. 滴下, 渗出"
distill,"vt. 蒸馏
vi. 滴下"
entity,"n. 实体, 实存物, 存在
"
swap,"n. 以货易货
v. 交换, 替换, 交易
"
bizarre,a. 奇异的
queer,"n. 怪人, 同性恋者
a. 奇怪的, 不舒服的, 可疑的
vt. 搞糟"
novelty,"n. 新奇, 新鲜, 新奇的事物"
prototype,"n. 原型
"
gauge,"n. 标准度量, 计量器
vt. 精确计量, 估计
"
triple,"n. 三倍数, 三个一组
a. 三倍的
vt. 使增至三倍
vi. 增至三倍"
decimal,"a. 十进位的, 小数的
n. 十进制, 小数
"
dual,"a. 双重的, 双的
n. 双数"
nil,"n. 无, 全无, 零
"
parameter,"n. 参变数, 参变量, 参数, 参量
"
arc,"n. 弧, 弧形, 弓形, 弧光
"
flank,"n. 侧面, 侧腹, 胁, 腰窝肉
vt. 攻击侧面, 守侧面
vi. 侧面与...相接"
radius,"n. 半径, 范围, 辐射光线
"
cavity,"n. 洞, 空穴, 腔
"
groove,"n. 凹槽, 惯例, 理想境况
vt. 开槽于"
rectangular,"a. 成直角的
"
rim,"n. 边, 轮缘, 框
vt. 镶边, 为...装边
vi. 形成边缘"
seam,"n. 缝合线, 衔接口, 接缝, 线缝, 伤疤
vt. 缝合, 接合, 焊合, 使留下伤痕
vi. 裂开, 发生裂痕"
slot,"n. 水沟, 细长孔, 硬币投币口, 缝, 狭槽, 狭通道, 位置, 一档(广播节目等)
vt. 开槽于, 把...纳入机构
"
streamline,"n. 流线, 流线型
vt. 使成流线型, 使合理化"
wedge,"n. 楔子, 楔形物, 起因, 导致分裂的东西
vt. 楔住, 挤进, 楔入
vi. 楔入, 挤进"
unfold,"vt. 展开, 打开, 披露, 开展, 挑明
vi. 伸展, 开花, 呈现"
batch,"n. 一次所烘的面包, 一次所制之量, 一组, 批, 成批, 分批
v. 成批, 分批处理
"
cluster,"n. 串, 丛, 群, 簇
vi. 成串, 丛生
vt. 使聚集
"
adjacent,"a. 毗连的, 邻近的, 连接的
"
adjacent to, 与…毗连的
midst,"n. 中间
prep. 在...中间"
in the midst of,在...之中
proximity,"n. 接近, 亲近"
quart,"n. 夸脱
"
tanker,"n. 坦克手, 油船, 空中加油飞机, 运油飞机, 油槽/水槽汽车
"
warehouse,"n. 仓库, 货栈, 大商店
vt. 储入仓库"
medieval,"a. 中古的, 中世纪的"
pendulum,"n. 钟摆, 摇锤, 摇摆不定的事态(或局面)
"
momentum,"n. 动力, 动量
"
quarterly,"a. 季度的, 按季度的, 每季的
adv. 按季, 每三个月, 每季一次
n. 季刊"
timely,"a. 及时的, 适时的
adv. 及时地"
epoch,"n. 新纪元, 时代, 时期"
renaissance,"n. 复活, 复兴, 文艺复兴
a. 文艺复兴的"
the Renaissance,[网络] 文艺复兴；文艺复兴时期；文艺复兴运动
forthcoming,"a. 即将来临的
n. 来临"
henceforth,"adv. 自此以后, 今后"
hitherto,"adv. 迄今, 至今"
thereafter,"adv. 其后, 从那时以后"
beforehand,adv. 预先
premature,"a. 早产的, 过早的, 不成熟的
n. 早产儿, 过早发生的事物"
periodic,"a. 周期的, 定期的, 间歇(性)的, 循环的, 用完整句的, 高碘的
"
artistic,"a. 艺术的, 艺术家的, 富有艺术性的"
craft,"n. 技艺, 手艺, 诡计
vt. 精心制作"
cartoon,"n. 卡通画, 漫画
v. 画漫画"
comic,"n. 连环漫画, 喜剧演员, 滑稽的人
a. 滑稽的, 有趣的, 喜剧的"
comedy,"n. 喜剧, 有趣的事情"
album,"n. 粘贴簿, 唱片套
"
classical,"a. 古典的, 正统派的, 经典的
"
classical literature,[语] 古典文学
folk art, 民间艺术
collection,"n. 收集, 采集, (一批)收藏品, 募捐
"
masterpiece,"n. 杰作, 名著"
bible,n. 圣经
oil painting, 油画
gallery,"n. 走廊, 最高楼座, 画廊, 收集, 图库
"
sculpture,"n. 雕刻, 雕塑
vt. 雕刻, 雕塑
vi. 当雕刻师"
architect,"n. 建筑师, 设计者, 缔造者"
architecture,"n. 建筑学, 建筑式样
"
drama,"n. 戏剧, 戏剧艺术"
opera,n. 歌剧
script,"n. 手迹, 手稿, 正本, 手写体
vt. 改编为演出本
"
episode,"n. 插曲, 插话, 有趣的事件, 一段情节
"
jazz,"n. 爵士乐, 喧闹
a. 爵士乐的, 喧吵的
vi. 演奏爵士乐, 跳爵士舞, 游荡
vt. 奏爵士乐, 使活泼"
orchestra,"n. 管弦乐队, 乐队演奏处"
band,"n. 带子, 队, 乐队
v. 联合, 结合
"
drum,"n. 鼓, 鼓声
vi. 击鼓, 作鼓声
vt. 打鼓奏出
"
trumpet,"n. 喇叭, 小号, 喇叭声
vi. 吹喇叭
vt. 用喇叭吹出, 吹嘘"
guitar,n. 吉他
violin,n. 小提琴
pianist,"n. 钢琴家, 钢琴演奏者"
recorder,"n. 记录员, 录音机
n. 记录器
"
cassette,"n. 盒式磁带, 珠宝箱, 暗盒
"
compose,"vt. 组成, 写作, 作曲, 使平静
vi. 创作, 排字
"
tune,"n. 歌曲, 主旋律, 心情, 声调, 和谐, 一致, 语调, 程度
vt. 为...调音, 调整, 调谐, 使一致
vi. 协调, 调谐"
rhythm,"n. 旋律, 节奏, 韵律, 匀称, 张弛节律
"
inspiration,"n. 灵感, 鼓舞人心的人或物, 妙计, 吸气
"
possess a natural talent for ...,无
civilize,"vt. 使开化, 使文明
vi. 变文明"
civilise,"vt. 开化, 使文明, (非正式)教化, 使文雅, 教育, 教导
vi. 变成文明社会"
civilization,"n. 文明, 教化
"
civilisation,"n. 文明, 文明世界, 文化, 开化, 教化"
culture,"n. 文化, 修养, 耕种
vt. 耕种, 培养"
era,"n. 时代, 纪元, 时期"
diversity,"n. 差异, 多样性
"
philosophy,"n. 哲学, 人生观, 哲学思想, 哲理, 基本原理, 见解, 达观, 沉着"
philosopher,"n. 哲学家, 哲人, 思想开创人, 达观的人
"
amateur,"n. 业余爱好者, 外行, 爱好者
"
athlete,"n. 运动员, 运动选手
"
baseball,"n. 棒球
"
volleyball,n. 排球
chess,"n. 国际象棋
"
golf,"n. 高尔夫球
vi. 打高尔夫球"
soccer,n. 英式足球
dive,"n. 潜水, 跳水
vi. 跳水, 俯冲, 猛冲
vt. 把...突然伸入"
ski,"n. 滑雪橇
vi. 滑雪"
skate,"n. 溜冰, 冰鞋
vi. 滑冰, 滑过"
academy,"n. 学院, 院校, 学会"
academic,"a. 学院的, 学术的, 不切实际的
n. 大学生, 大学教师, 学者, 学会会员"
institute,"n. 学会, 学院, 协会
vt. 创立, 开始, 制定, 任命"
institution,"n. 机构, 惯例, 制度
"
apply to sb.,[计] 应用于
letter of recommendation,"[经] 保荐信, 介绍信"
competition,"n. 竞争, 竞赛
"
admission,"n. 准许进入, 入场费, 录用, 承认
"
workshop,"n. 工场, 车间, 研讨会
"
campus,"n. 校园, 大学生活"
kindergarten,n. 幼稚园
nursery,"n. 托儿所, 苗圃, 温床
"
avenue,"n. 大街, 途径, 林荫路"
tutor,"n. 家庭教师, 导师, 助教, 监护人
vt. 当...的教师, 教, 指导, 约束, 克制
vi. 当家庭教师, 受家庭教师的指导"
lecturer,"n. 演讲者, 讲师
"
dean,"n. 院长, 主持牧师
"
leader,"n. 领导者, 社论, 指挥, 领袖, 领唱者, 前导字符
"
bachelor,"n. 单身汉, 学士
"
master,"n. 主人, 硕士, 大师, 母机
a. 主人的, 主要的
vt. 征服, 控制, 精通"
graduate,"n. 毕业生, 量杯
a. 已得学位的, 研究生的, 毕业的
vi. 毕业, 得学位, 逐渐变为
vt. 准予...毕业, 授予...学位, 分等级, 刻刻度"
degree,"n. 程度, 度数, 学位, 度
"
diploma,"n. 文凭, 毕业证书
"
certificate,"n. 证书, 证明书
vt. 发给证明书, 用证书批准, 用证书证明"
badge,"n. 徽章, 标记
"
learned,"a. 有学问的, 学术上的
learn的过去式和过去分词"
post doctor,无
undergraduate,"n. 大学本科生, 大学肄业生
a. 大学生的"
faculty,"n. 才能, 能力, 全体教员, (大学的)系
"
accounting,"n. 会计学, 帐单, 清帐
"
economics,"n. 经济学
"
finance,"n. 财政, 财务
vt. 供给...经费, 负担经费
vi. 筹措资金"
psychology,"n. 心理学, 心理状态
"
sociology,"n. 社会学
"
arithmetic,"n. 算术, 算术知识
"
mathematical,"a. 数学的, 精确的
"
geometry,"n. 几何学
"
librarian,"n. 图书馆员, 图书管理员
"
reading room,阅览室
periodical,"n. 期刊
a. 定期出版的, (有关)期刊的, 间歇(性的), 周期的, 定期的"
semester,n. 学期
quit school,退学
drop out,"掉出, 退出, 离队
"
skip the class,无
attendance,"n. 出席, 出席的人数, 照料
"
cut a class,缺一节课
miss a class,无
take notes,作笔记
essay,"n. 随笔, 短文, 评论, 企图
vt. 试图"
novel,"n. 小说, 长篇故事
a. 新奇的, 异常的"
fiction,"n. 小说, 虚构故事
"
narrative,"n. 叙述, 故事
a. 叙述的, 叙事的, 故事体的"
myth,"n. 神话, 虚构的事, 虚构的人"
poetry,"n. 诗, 韵文, 诗歌艺术"
thesis,"n. 论题, 论文"
seminar,"n. 研究班, 专题讨论会
"
program,"n. 节目, 节目单, 程序, 纲要, 大纲, 计划
vt. 规划, 拟...计划
vi. 安排节目, 编程序
"
programme,"n. 节目, 节目单, 程序, 纲要, 大纲, 计划
vt. 规划, 拟...计划
vi. 安排节目, 编程序"
curriculum,"n. 课程
"
tuition,"n. 学费, 讲授"
go over,"转变, 仔细检查, 润色, 复习"
laboratory,"n. 实验室, 研究室, 化工厂
"
lab,"n. 实验室, 研究室
"
experimental,"a. 实验的, 根据实验的
"
award,"n. 奖品, 裁定, 判决
vt. 授予, 给予"
